user,text,time,latitude,longitude,label
CAL FIRE,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 97% contained. Unified Command: @CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/qPfpXNNJ0T",2020-08-07 2:13:14,,,
A.C. in the 805,@AdamSchiff @RepAdamSchiff Not one tweet to your constituents about the #wildfires in or near your district? What is wrong with you? You obviously don’t care about #Californians or #California👎🏼#VoteOutAdamSchiff,2020-08-08 23:37:51,,,
Bayarea_chick 🇬🇹🇬🇹,"And hurricane season, wildfire season is right around the corner. https://twitter.com/sahilkapur/status/1292213923446509569 …",2020-08-08 23:29:35,,,
Wildfire Incidents,"Page 3 There are 3 pages 
#PondFire 1,962 acres 98% contained 
#StumpFire 684 acres 90% contained 
#RedSalmonComplexFire 4,617 acres 12% contained 
#BellFire 8 acres 0% contained",2020-08-08 21:08:14,,,
KELLY BACON,"covid spread & is spreading like wildfire to everyone else who lives in the Valley (regardless of job), spreading through multifamily households 
Thanks for covering this. My grandma passed-on from it last month, my Mom has it, my uncle has it, my aunt has it (all in the valley)",2020-08-08 19:38:33,,,
Listos California,"Don’t get caught unprepared when wildfires and other natural disasters occur! You can now sign up for our FREE Listos California text-based curriculum on disaster and emergency preparedness. 

Get started today: text 📲 LISTOSCA to 72345 pic.twitter.com/BHtVN547yL",2020-08-08 19:30:05,,,
Wildfire Incidents,Dave how do you get such amazing animals in your backyard? All I get is rats and lizards lol.,2020-08-08 19:23:16,,,
CONSERVATUTIONALIST,"that's cus most illegals are poor, uneducated, and many can't speak english so they don't know how to protect themselves from the virus, thus they spread it like wildfire

only problem with covid is it doesn't die down in the warmer months like influenza",2020-08-08 19:17:44,,,
Michelle Olson Weston,ASA’s section on wildfire & ecological management (in NorCal and Southern Oregon no less) has made my morning! 💯🥰🌲,2020-08-08 17:55:45,,,
California Fire Prevention Organization,"Wildfire season is here. We’re working to make families more resilient, & better prepared to escape a wildfire. Consider supporting us today with a small donation. https://4agc.com/donation_pages/51427704-88e2-495c-ba84-c4f8719734d7 …http://banner.divology.com/biz/californiafirepreventionorganization/content/5f299f2ccb636 …",2020-08-08 17:45:05,,,
Lilian Chan,"Battle to save Britain's 'Beverly Hills' from oblivion: Firefighters from four counties tackle Surrey wildfire as 100 residents are evacuated - The blaze could be seen for miles, Ten fire engines have been sent in total, alongside multiple specialist vehicles. pic.twitter.com/tXMxfHnSRb",2020-08-08 17:23:03,,,
California Fire Prevention Organization,"Just released: the most talked about book on wildfires🔥 for 2020‼

If you’re concerned about wildfire, you must read this interactive book. 

It includes photos, video, audio, and downloadable fire safety materials.

http://www.californiaburns.org pic.twitter.com/WP4cckRS4D",2020-08-08 15:56:42,,,
CalNews.com,"All but two of the state’s 20 most destructive wildfires started from August and December, and 10 of them occurred in the last five years.
 https://www.sfchronicle.com/california-wildfires/article/California-is-gearing-up-for-a-wildfire-season-15468426.php …",2020-08-08 13:51:01,,,
Inflama Bot,"Wildfire seasons are getting longer, more dangerous, and more advanced than any full year since the 1990s.",2020-08-08 12:50:37,,,
bre,"I was finally able to cross donating blood of my bucket list!! 
The world is always in need of blood donations, even more so now.
There are major needs.
Such as the plane crash in India, the Beirut explosion, the wildfires, the crisis is Yemen, etc.
If you can PLEASE DONATE",2020-08-08 6:31:28,,,
Wildfire Incidents,"Page 3 There is 3 pages 
#PondFire 1,962 acres 97% contained 
#StumpFire 684 acres 87% contained 
#BellFire 4 acres 0% contained 
#RedSalmonComplexFire 4,617 acres 12% contained",2020-08-08 5:13:49,,,
Wildfire Incidents,"Page 2 There is 3 pages 
#NorthFire 6,882 acres 95% contained 
#DamFire 220 acres 95% contained 
#TexasFire 210 acres 50% contained 
#BlueJayFire 42 acres 0% contained 
#JulyComplexFire 83,261 acres 97% contained 
#AppleFire 30,517 acres 30% contained",2020-08-08 5:13:34,,,
California Fire Prevention Organization,"Witness the most dangerous California wildfires in State history in this new, dramatic, interactive book from California Fire Prevention Organization. http://banner.divology.com/biz/californiafirepreventionorganization/content/5f2dd5eeca45e …",2020-08-08 3:00:16,,,
Wildfire Incidents,Don't worry about it all you do is call in daily and you get off there is no court in ca.,2020-08-08 1:17:50,,,
Wildfire Incidents,https://twitter.com/NWSReno/status/1291873409492606976 … here is the tweet,2020-08-08 0:30:05,,,
Wildfire Incidents,Yes Nevada put out a text this morning about thunderstorms and also in CA too,2020-08-08 0:29:15,,,
Coalition for Clean Air,"PM monitors in Yucca Valley demonstrate just how streamlined wildfire smoke can be. Purple is considered hazardous, green is considered better (no level of pm is ""good"").  Everyone near the #AppleFire, please stay safe.

Find the monitoring network at https://www.ccair.org/clear/air-quality-monitoring-network/ …pic.twitter.com/LCgtJV9t4X",2020-08-07 23:06:52,,,
Wildfire Incidents,4-5 acres,2020-08-07 22:42:58,,,
Wildfire Incidents,This fire is in the old #RimFire burn scar area.,2020-08-07 22:41:24,,,
Wildfire Incidents,Is this in Tuolumne County?,2020-08-07 22:29:24,,,
Wildfire Incidents,The tv stopped showing it so watched in on the app. Suspect in custody.,2020-08-07 21:29:53,,,
aefiori,"Last year I was at a park with some moms and a breeze blew past us. I smelled smoke and I swear to you every. Single. Mom. threw up her head and sniffed the breeze, gently spinning to look for smoke. 

Idk if it’s just Cali, but that memory comes up 4 me every wildfire.",2020-08-07 21:02:41,,,
Wildfire Incidents,I checked the Cal Fire Riverside County log and it is not on the log I guess this would be OC taking lead on the fire.,2020-08-07 20:51:43,,,
Listos California,"Be prepared for whatever comes next!

📲 Text ""LISTOSCA"" to 72345 and sign up for our Listos California text messaging course to learn how you can take simple steps to stay prepared for emergencies like wildfires, earthquakes & more. 

http://listoscalifornia.org  #CaliforniaForAllpic.twitter.com/Hp8eusZPsP",2020-08-07 20:49:39,,,
Wildfire Incidents,https://goo.gl/maps/RqBCi1YrPxmQ7NXd9 … ACCORDING TO THE CHP MAP IT LOOKS TO BE ON THE RIVERSIDE COUNTY SIDE.,2020-08-07 20:44:49,,,
Wildfire Incidents,@SocalAirOps is posting about the fire,2020-08-07 20:37:52,,,
Deborah Polfus,California Man Reunited with Dog He Thought Had Died in Apple Wildfire: 'I Thought He Was Gone' https://people.com/pets/california-man-reunited-with-dog-thought-dead-in-apple-wildfire/?soc_src=social-sh&soc_trk=tw&tsrc=twtr … via @Yahoo,2020-08-07 20:33:04,,,
AJ,Part of that uptick in smoke was a prescribed burn. They're reducing available fuel - never heard of a prescribed burn during a wildfire but apparently they're pulling out all the stops. :),2020-08-07 20:05:18,,,
California Fire Prevention Organization,"The Apple Fire continues to burn, nearing 30,000 acres. To learn more about wildfires, check out the new wildfire book: California Burns, Volume One.[http://www.californiaburns.org ]

#California #Nonprofit #Wildfires #CaliforniaBurns",2020-08-07 19:54:32,,,
Big Al 🇺🇸,"Morgan Freeman revealed the solution to ending racism years ago.  I post this from time-to-time but I think it should run like wildfire as so many young folks JUST DON'T GET IT.

https://www.youtube.com/watch?v=GeixtYS-P3s …",2020-08-07 19:35:54,,,
Coalition for Clean Air,"Massive wildfires near the Arctic circle have released 204 megatons of carbon dioxide in just two months, and climate change will only make these fires more common and more severe.
https://grist.org/climate/arctic-fires-released-more-carbon-in-two-months-than-scandinavia-will-all-year/ …",2020-08-07 19:28:47,,,
SMiller,We're thinking about Covid-19 the wrong way. It's not a 'wave' – it's a wildfire | Michael T Osterholm and Mark Olshaker https://www.theguardian.com/commentisfree/2020/aug/04/coronavirus-pandemic-wave-wildfire …,2020-08-07 18:16:14,,,
Donald Lindsay,"France: 1,200 firefighters engaged in 'fierce struggle' against wildfire
#CalFire #CalGuard #USFS #NIFC
#CONAFOR #CWFIS #NSWRFShttps://www.euronews.com/2020/08/04/1-200-firefighters-engaged-in-fierce-struggle-against-wildifre-in-southeastern-france …",2020-08-07 18:07:05,,,
Donald Lindsay,"Post-Bankruptcy PG&E Claims Progress on Wildfire Safety, Blackout Mitigation

#CalFire #CalGuard #USFS #NIFC
#CONAFOR #CWFIS #NSWRFS
https://www.greentechmedia.com/articles/read/post-bankruptcy-pge-claims-progress-on-wildfire-safety-mitigating-blackouts …pic.twitter.com/YJO0FyMDnS",2020-08-07 18:04:06,,,
TheSmokeyGeneration,Introducing 2020 Wildland Fire Digital Storytelling Micro-Grant Winner Justin Sullivan (IG: @justin_sullivanza)! Justin was selected in the Photography/Videography category and is one of our international winners in South Africa. His project topic is Ongoing Wildfire Awareness. pic.twitter.com/JfhIU1vR2b,2020-08-07 18:01:43,,,
Donald Lindsay,"B.C. Day long weekend busy for fire crews; 94 wildfires sparked since Friday morning

#CalFire #CalGuard #USFS #NIFC
#CONAFOR #CWFIS #NSWRFShttps://bc.ctvnews.ca/b-c-day-long-weekend-busy-for-fire-crews-94-wildfires-sparked-since-friday-morning-1.5049955 …",2020-08-07 17:58:33,,,
Donald Lindsay,"Above-average risk of large wildfires likely to continue into September for central WA

#CalFire #CalGuard #USFS #NIFC
#CONAFOR #CWFIS #NSWRFS
http://www.ifiberone.com/columbia_basin/above-average-risk-of-large-wildfires-likely-to-continue-into-september-for-central-wa/article_7c603d66-d761-11ea-a278-ab76b70987fc.html …pic.twitter.com/6cme8bkfL7",2020-08-07 17:56:31,,,
Wildfire Incidents,"-Trinity County:
#RedSalmonComplexFire 4,278 acres 7% contained 
*For further details about this fire please follow here:
https://www.facebook.com/TrinityCountyWildfireIncidents/ …",2020-08-07 17:53:36,,,
Wildfire Incidents,"-Tehama County:
#StumpFire 684 acres 80% 
#BellFire 4 acres 0% contained 
*For further details about these fires please follow here:
https://www.facebook.com/TehamaCountyWildfireIncidents/ …",2020-08-07 17:53:22,,,
Wildfire Incidents,"-San Luis Obispo County
#PondFire 1,962 acres 95% contained 
*For further details about this fire please follow here:
https://www.facebook.com/SanLuisObispoCountyWildfireIncidents/ …",2020-08-07 17:53:01,,,
Wildfire Incidents,"-Riverside County:
#AppleFire 29,267 acres 30% contained 
*For further details about this fire please follow here:
https://www.facebook.com/RiversideCountyWildfireIncidents/ …",2020-08-07 17:52:50,,,
Wildfire Incidents,"-Mono County:
#IrisFire 120 acres 98% contained 
*For further details about this fire please follow here:
https://www.facebook.com/MonoCountyWildfireIncidents/ …",2020-08-07 17:52:36,,,
Wildfire Incidents,"-Modoc County:
#JulyComplexFire 83,261 acres 97% contained 
*For further details about this fire please follow here:
https://www.facebook.com/ModocCountyWildfireIncidents/ …",2020-08-07 17:52:25,,,
Wildfire Incidents,"-Mariposa County:
#BlueJayFire 42 acres 0% contained 
*For further details about this fire please follow here:
https://www.facebook.com/MariposaCountyWildfireIncidents/ …",2020-08-07 17:52:13,,,
Wildfire Incidents,"-Los Angeles County:
#DamFire 220 acres 95% contained 
#TexasFire 210 acres 50% contained 
*For further details about these fires please follow here:
https://www.facebook.com/LosAngelesCountyWildfireIncidents/ …",2020-08-07 17:51:58,,,
Wildfire Incidents,"-Kern County:
#StagecoachFire 7,000 acres 27% contained  
*For further details about these fires please follow here:
https://www.facebook.com/KernCountyWildfireIncidents/ …",2020-08-07 17:50:11,,,
Wildfire Incidents,"-Humboldt County:
#Milepost2Fire 100 acres and is 90% contained 
*For further details about this fire please follow here:
https://www.facebook.com/HumboldtCountyWildfireIncidents/ …",2020-08-07 17:49:58,,,
Wildfire Incidents,"-Fresno County: 
#TrimmerFire 600 acres 15% contained 
*For further details about this fire please follow here:
https://www.facebook.com/FresnoCountyWildfireIncidents/ …",2020-08-07 17:49:42,,,
Wildfire Incidents,"-Alameda County:
#CalaverasFire 57 acres 50% contained 
*For further details about this fire please follow here:
https://www.facebook.com/AlamedaCountyWildfireIncidents/ …",2020-08-07 17:49:22,,,
Donald Lindsay,"California Man Reunited with Dog He Thought Had Died in Apple Wildfire: 'I Thought He Was Gone'

#CalFire #CalGuard #USFS #NIFC
#CONAFOR #CWFIS #NSWRFShttps://people.com/pets/california-man-reunited-with-dog-thought-dead-in-apple-wildfire/ …",2020-08-07 17:48:51,,,
California 🎯 REsearch 🕵️ FActCHeck 👂 OPinions,"🇺🇸 #PROTECTAMERICA 🇺🇸
#California #CA #CAleg #CApol
Congressmen LaMalfa, Panetta Introduce the Bipartisan, Bicameral Emergency Wildfire and Public Safety Act
http://zpr.io/HpHFZ ",2020-08-07 17:41:18,,,
CAL FIRE Local 2881,#CALFIRE firefighters battle the #AppleFire from both the ground and air. Working together to bring wildfires under control. Great work by all cooperating agencies involved! #Teamworkhttps://twitter.com/NBCPalmSprings/status/1291188874010558466 …,2020-08-07 16:58:03,,,
Predator Hunter,NWTF applauds introduction of Bipartisan Emergency Wildfire and Public Safety Act http://dlvr.it/RdBl4Q  #conservationarea #animalspic.twitter.com/v07AawHM0K,2020-08-07 14:54:04,,,
Matt Loya,1 infected man who attended church in Ohio then infected a cluster of at least 91 others by July 4th. It spread like wildfire—and notice it even led to several kids being infected and kept on transmitting. #TrumpVirusDeathToll160K,2020-08-07 9:55:03,,,
Jason T,Let the city burn. Just like a wildfire destroys the trees it then creates life for years to come.,2020-08-07 6:04:31,,,
Integrative Healer Action Network,"Our second online event this week is the Academy of Integrative Health & Medicine - AIHM Friday Wellness Webinar Friday, August 7, 2020, 12:00-1:00 PM PDT. 

Zoom registration required: https://us02web.zoom.us/webinar/register/7515959782008/WN_c1E5U5INRvuZDnekj-3qVA …
#emergencyservices #sonomacounty #wildfire #californiawildfirespic.twitter.com/zL9P5BxAxF",2020-08-04 23:34:04,,,
Integrative Healer Action Network,"THURSDAY AT 12 PM – 1 PM. Join us for this virtual panel educating us on Cultivating Resilience & Preparing for Fire Season - Getting Your Home and Community Prepared for Fire Season.
#sonomacounty #wildfire #californiawildfires https://www.facebook.com/events/1720030781485261?active_tab=about …pic.twitter.com/2XvJiepCyj",2020-08-04 23:31:04,,,
Wildfire Incidents,0.3 acres #MedowFire,2020-08-04 21:57:52,,,
Wildfire Incidents,Nothing out there. Our only hope is it will be on inciweb.,2020-08-04 21:55:05,,,
Wildfire Incidents,https://napsg.maps.arcgis.com/apps/webappviewer/index.html …? map location of the fire and the zip code is fresno county,2020-08-04 21:48:31,,,
Wildfire Incidents,"63410 Generals Hwy, Sequoia National Park, CA 93633 Montecito Sequoia Lodge Fresno County zip code",2020-08-04 21:43:06,,,
🜏 Lucifer means Lightbringer 🜏,"I think KL will suffer a series of blows. The fAegon / Connington vs Cersei confrontation will probably have a Sept fo Baelor thing and general carnage, then Dany will cause more damage, set off wildfire accidentally or some that someone placed to make her look bad, who knows.",2020-08-04 21:31:30,,,
Anderson Group,"✅ Thank you for helping make us #1 in our area!

▶︎ Months ago we implemented a new way of selling homes. It's a more modern and cost effective approach for the seller...and it has taken off like wildfire. See us in action: http://AndersonGroup.net . #AndersonGroup #realestatepic.twitter.com/yTzZ5CwzWO",2020-08-04 21:15:45,,,
William Justo,"Observing a smoky sunset on the first day of August in the city.  Looks like wildfires were surely imminent.  Even a large fire (Apple Fire) was burning around SoCal around this time.  Be safe out there!  Pics taken from around San Jose, CA.  (Saturday, August 1, 2020) pic.twitter.com/cXZFyoDNaK",2020-08-04 21:10:27,37.2970523,-121.9574962,
randi randu,Apparently California is getting sued by natural gas for failing to promote gas as an energy source. So here’s a haunting reminder of why relying on propane in California/wildfire territory can be dangerous. #valleyfirehttps://twitter.com/gadinbc/status/643033583511171076 …,2020-08-04 20:47:12,,,
Cat,"So #tornadowarning, #TropicalStorm, #pedophiles, massive “firework” #explosion, California #wildfires, can’t forget Katy Perry defending Ellen... WELCOME AUGUST 2020! 
Took ya 4 days but you finally got it.",2020-08-04 20:45:32,,,
Libertarian Boxcar,#bluelivesmatter #policethepolice #Media #Law #government #Democracy #Republicans #Libertarians #corporations #Trump #tradewars #capitalism #Financial #DrainTheDeepState #MAGA #Civil #Constitution #Survival #censorship #Patriots #Wildfires #Californiahttps://youtu.be/GtG_kPaOIhY ,2020-08-04 20:16:46,,,
Libertarian Boxcar,#bluelivesmatter #policethepolice #Media #Law #government #Democracy #Republicans #Libertarians #corporations #Trump #tradewars #capitalism #Financial #DrainTheDeepState #MAGA #Civil #Constitution #Survival #censorship #Patriots #Wildfires #Californiahttps://youtu.be/mcHoP_Bip98 ,2020-08-04 20:15:16,,,
Disaster Legal Assistance Collaborative,"#Wildfire season is here. Make sure that you and your family are prepared. To view more preparedness tips visit our website. https://cutt.ly/wildfires 
#TuesdayTips #DisasterPreparedness #Californiapic.twitter.com/AbbdMG64BX",2020-08-04 20:13:20,,,
"Liz (Lizzy, Elizabeth) 💫",I was on a conference and someone else said that out there. He is on a generator. I've been tracking wildfires here and I hope you are all safe there.,2020-08-04 20:06:39,,,
Sha,"Good riddance. This is the same twaht who said she didn't give a rat's *ss about cops when they requested masks. This is the same twaht who urged NY residents to ride subways and hang in large groups and then the virus ran like wildfire. De Blasio, Cuomo & her smell like death.",2020-08-04 19:19:23,,,
Janet Ruiz,"Stay safe - prepare for #wildfire, https://bit.ly/2XrLQMG https://twitter.com/wildfiretoday/status/1290280607650463745 …",2020-08-04 18:51:18,,,
Califgal49,We're thinking about Covid-19 the wrong way. It's not a 'wave' – it's a wildfire | Michael T Osterholm and Mark Olshaker https://www.theguardian.com/commentisfree/2020/aug/04/coronavirus-pandemic-wave-wildfire?CMP=share_btn_tw …,2020-08-04 18:18:05,,,
blah blah blah,*wildfire jfc.,2020-08-04 18:10:49,,,
California Fire Prevention Organization,"Wildfire season is here. We’re working to make families more resilient, & better prepared to escape a wildfire. Consider supporting us today with a small donation. https://4agc.com/donation_pages/51427704-88e2-495c-ba84-c4f8719734d7 …http://banner.divology.com/biz/californiafirepreventionorganization/content/5f299f2ccb636 …",2020-08-04 17:47:25,,,
WatchOurCity.com,(AP News) Containment inches up on huge Southern California wildfire https://watchourcity.com/ap-news/containment-inches-up-on-huge-southern-california-wildfire/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter … #AccidentsAndDisasters #Evacuations #Fires #GeneralNews #NaturalDisasters #VehicleFires #Wildfires,2020-08-04 17:42:32,,,
j 🍊,I’m talking about wildfires our mountain burned down on Halloween last year 😹 pic.twitter.com/uemd9km65i,2020-08-04 17:38:42,,,
Missy Lanning ➳,We got another wildfire near our house! 😩🔥 https://youtu.be/mOoyI8ia4GU ,2020-08-04 17:11:41,,,
CA Dept of Insurance,"Join us with @ICRicardoLara, @AsmMarkStone
 & #SantaCruz Supervisors @Bruce_McPherson & @superleopold for an informational town hall TOMORROW at 5:30PM to discuss non-renewals, wildfire preparedness & #insurance resources for homeowners. 
 
More info: https://bit.ly/2CD8lqZ pic.twitter.com/uquuT4nNxO",2020-08-04 17:07:53,,,
Simon King,Covid-19 is not a 'wave' – it's a wildfire https://www.theguardian.com/commentisfree/2020/aug/04/coronavirus-pandemic-wave-wildfire …,2020-08-04 16:18:44,,,
Ariana Morris,"Oh, waking up to the sweet smell of a ✨wildfire✨",2020-08-04 16:14:48,,,
Captain America 🇺🇸 Moody Loner,I remember when smelling woodsmoke in the morning meant someone was getting an early start on barbeque instead of a wildfire in the vicinity,2020-08-04 15:14:16,,,
Rob ®,"Years ago, we routinely had summer thunderstorms in July & August. But these days, our only summer “cloud cover” comes when wildfire smoke blocks out the sun. 🤨 #ClimateChange",2020-08-04 15:06:20,,,
Kelpwatcher ⛵️🌹🔬,We're thinking about Covid-19 the wrong way. It's not a 'wave' – it's a wildfire https://www.theguardian.com/commentisfree/2020/aug/04/coronavirus-pandemic-wave-wildfire?CMP=Share_iOSApp_Other …,2020-08-04 15:00:08,,,
Fit🌞Life🌞Travel,"Welcome to #TravelTuesday! Continuing our journey in #California this week! Since they are still closed up and dealing with a #wildfire again in #SoCal, I want to share my wonderful trip to #Mammothlakes from a few years ago..

#travelblogger #californiadreaming #sheexplorespic.twitter.com/9AKLFU3apy",2020-08-04 13:07:00,,,
بوف بینا,اوکی #اعتصابات_سراسری,2020-08-04 12:08:04,,,
Andrew Angus,Thousands to remain evacuated from Southern California wildfire https://www.marketwatch.com/story/thousands-to-remain-evacuated-from-southern-california-wildfire-2020-08-03?reflink=mw_share_twitter …,2020-08-04 8:11:11,,,
Carrie Marvin,You are an idiot. I bought my house in windsor and it is in the middle of wine country. I have lived here for 25 years. It was never wildfire country. Years of drought makes dry lands and PGE has caused several fires whipped up by intense winds. The past few years are terrifying,2020-08-04 6:56:33,,,
Libby Patterson,"Tonight's H20 Infusion: Lemon Cucumbers + Lemon in Distilled Water. Chilled over Ice. Deliciously healthy, cleansing. I add a cold brewed Mullein herb ball during Covid/Wildfire Season for prevention. http://LibbyPatterson.com ",2020-08-04 6:14:42,,,
Kim Dorris 👊🏼💪🏼🏴‍☠️,"California's 'Apple Fire' – the wildfire in pictures
https://www.theguardian.com/us-news/gallery/2020/aug/03/californias-apple-fire-the-wildfire-in-pictures …",2020-08-04 4:31:19,,,
The Parr0t VA,"These things have been spreading like wildfire but that aint a bad thing!

Looking good man!",2020-08-04 4:23:15,,,
El Dub,To allow the crew to engage a rapidly spreading wildfire “bump” then reload and get back in the saddle and move to the next threatened structure “Run”,2020-08-04 3:06:11,,,
Caitlin Howard,"A pandemic wasn't around 'before'. I've been wearing a mask since February. I had some early because there are wildfires where I live. But good chat. Actually, no. This is incredibly inane to talk to someone who should know better if you claim to be an adult.",2020-08-04 2:30:38,,,
WatchOurCity.com,(AP News) Vehicle malfunction sparked Southern California wildfire https://watchourcity.com/ap-news/thousands-remain-evacuated-from-southern-california-wildfire/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter … #AccidentsAndDisasters #DiseasesAndConditions #EnvironmentAndNature #Evacuations #Fires #GeneralNews #Health,2020-08-04 1:22:56,,,
Listos California,"We've reached 1 in 4 Californians with life-saving #COVID19 information, and fostered a culture of preparedness in The Golden State. In a global pandemic with the threat of wildfires and power shut-offs, our work is more urgent than ever: http://bit.ly/listosnumbers 
#CaliforniaForAllpic.twitter.com/07t6cFvChz",2020-08-09 22:30:09,,,
n oah,bro have you heard about the wildfires? they’ve been spreading like wildfire,2020-08-09 20:58:25,,,
California Fire Prevention Organization,"Happy Birthday to the National Forest Icon @smokey_bear
🎉🎉‼

Only You Can Prevent Wildfires 👇🔥

[http://www.smokeybear75th.org ]pic.twitter.com/u30Udiygm3",2020-08-09 20:37:23,,,
Donald Lindsay,"National Parks Traveler Episode 78: Using Satellites To Spot Wildfires In National Parks

#CalFire #CalGuard #USFS #NIFC
#CONAFOR #CWFIS #NSWRFS
https://www.nationalparkstraveler.org/podcast/2020-08-09-national-parks-traveler-episode-78-using-satellites-spot-wildfires-national-parks …",2020-08-09 18:51:43,,,
Listos California,"Get 5 Steps with 1 Text! Enroll in our Listos California Disaster Preparedness Text Message Curriculum for simple tips on how to be ready for wildfires, earthquakes and other emergencies. 

Text ➡️ LISTOSCA to 72345
#CaliforniaForAllpic.twitter.com/st70Y1OkiO",2020-08-09 18:30:11,,,
Wildfire Incidents,"Page 3 There are 3 pages 
#PondFire 1,962 acres 99% contained 
#StumpFire 684 acres 97% contained 
#RedSalmonComplexFire 4,620 acres 12% contained 
#BellFire 8 acres 0% contained",2020-08-09 18:11:18,,,
Wildfire Incidents,"Page 2 There are 3 pages 
#NorthFire 6,882 acres 95% contained 
#DamFire 220 acres 95% contained 
#TexasFire 210 acres 75% contained 
#BlueJayFire 50 acres 0% contained 
#JulyComplexFire 83,261 acres 97% contained 
#AppleFire 32,412 acres 40% contained",2020-08-09 18:11:05,,,
Mike Matson,And you can thank him for letting the pandemic reach wildfire proportions as well. https://twitter.com/ayannapressley/status/1292211559511580672 …,2020-08-09 18:01:47,,,
Integrative Healer Action Network,"Great reminder of all the hard work and innovation being done around California to prevent wildfires. 
.
.
.
#naturaldisaster #redflag #redflagwarning #soco #sonomaCounty #emercengy #emergencymanagementhttps://patch.com/california/healdsburg/400-goats-sonoma-county-us-hwy-101-fire-prevention-mission?fbclid=IwAR33oM52-n9uf8zgXRvC8xujYwdXKSXS2mm6V8ZBCU5rPi6Hxj04feLBEUg …",2020-08-09 18:00:11,,,
Wildfire Incidents,"5.1 magnitude earthquake hits North Carolina, most powerful in the state since 1916https://www.yahoo.com/news/5-1-magnitude-earthquake-hits-142807228.html …",2020-08-09 17:00:59,,,
California Strategic Growth Council,"With a grant from SGC, @Cal_OPR, and @CalConservation, the City of Moorpark will prepare a comprehensive vulnerability assessment, surveying the risks to the community associated with #climatechange, #wildfires, and #emergency access routes. https://buff.ly/30zEmcx pic.twitter.com/OWMhbiNRyr",2020-08-09 17:00:01,,,
steff blue nana,"Team Rubicon sifted through the ashes of my home to locate a few items that survived the wildfire Dec 7,2017 “Lilac Fire” pic.twitter.com/1MSA78FTZm",2020-08-09 15:51:06,,,
Ann Fowler Avery,Outrageous and infuriating that so often many in the media normalize the nightmare wildfires that Trump and the #WorstAdministrationEver relentlessly fuel.,2020-08-09 15:22:28,,,
Waynewhirld,"@MarkMeadows You people talk about tragic pandemic as an “embers strategy”. You got a raging WILDFIRE on your BLOODY hands!!! California’s worst wildfire killed 85 people. You are ABSOLUTELY COMPLICIT in 158,000 Americans dying, you FUCKING MURDERERS!!!!!
#VoteBidenToSaveAmericapic.twitter.com/uf09cJd0Lt",2020-08-09 14:42:33,,,
ChrisC,"Wildfire, about the horse.  Any vinyl left of that should be smashed into a thousand pieces",2020-08-09 4:50:59,,,
Mark Soto,What the heck?,2020-08-09 4:03:08,,,
California Fire Prevention Organization,"Witness the most dangerous California wildfires in State history in this new, dramatic, interactive book from California Fire Prevention Organization. http://banner.divology.com/biz/californiafirepreventionorganization/content/5f2dd5eeca45e …",2020-08-09 3:00:05,,,
Wildfire Incidents,"#StumpFire 684 acres 90% contained 
#RedSalmonComplexFire 4,620 acres 12% contained 
#BellFire 8 acres 0% contained",2020-08-09 2:45:35,,,
Wildfire Incidents,"#NorthFire 6,882 acres 95% contained 
#DamFire 220 acres 95% contained 
#TexasFire 210 acres 50% contained 
#BlueJayFire 47 acres 0% contained 
#JulyComplexFire 83,261 acres 97% contained 
#AppleFire 32,412 acres 35% contained 
#PondFire 1,962 acres 99% contained",2020-08-09 2:45:09,,,
BigHead2615,"Dude, I swear. I decided to go to a couple of thrift stores today, because I haven't been since last... December, maybe November, and I wanted a couple of ""I don't care/throw-away"" sports N64 game cartridges (which I was seeing like wildfire late last year, I guess they got ---",2020-08-09 2:18:27,,,
Wildfire Incidents,What if you are allergic to eggs and can't get it? All the more reason to go to college out of CA.,2020-08-09 1:42:26,,,
Josh K.,"Entered the #Warframe Creator PC Ultimate giveaway, watch Heart of Deimos gameplay here:https://www.youtube.com/watch?v=QZriHdUG_Q4 …",2020-08-09 1:16:53,,,
Crosspatch,"And it DOES ""spread like wildfire"" in prisons.  See San Quentin for example.  Same with Santa Rita jail.",2020-08-09 0:22:22,,,
Listos California,"Being ready for disasters like wildfires, earthquakes, floods & power shut offs can be as easy as signing up for our Listos CA courses through your phone!
 
Text LISTOSCA to 72345 to learn the 5 steps to prepare for natural disasters. http://listoscalifornia.org  #CaliforniaForAllpic.twitter.com/BKluyDAQfo",2020-08-05 23:19:32,,,
APA California,"APA California Legislative Update - https://mailchi.mp/apacalifornia/apa-california-legislative-update-jzflufuqw1 … August 2020 Legislative Update

#housing #homelessness @wildfire #legislativepic.twitter.com/NkL4E4Yk1P",2020-08-05 21:56:42,,,
Listos California,"If you have to leave your home because of a wildfire or other natural disaster, it's important to bring ID with you! Families & pets can get separated & identification can help reunite us with the ones we love. Visit http://listoscalifornia.org  for stress-free disaster ready tips.pic.twitter.com/LFwAB6kkoZ",2020-08-05 20:33:49,,,
Wildfire Incidents,"Page 3 There are 3 pages
#PondFire 1,862 acres 90% contained 
#StumpFire 684 acres 55% contained
#BellFire 4 acres 0% contained 
#RedSalmonComplexFire 3,420 acres 0% contained 
#MeadowFire 4 acres 0% contained",2020-08-05 19:38:56,,,
